iter	Logloss
422	0.6231540453
423	0.6230305583
424	0.6229446132
425	0.6227531427
426	0.622620621
427	0.6225103938
428	0.6224374171
429	0.6223446904
430	0.6222552476
431	0.622106988
432	0.6220170446
433	0.6218666845
434	0.6218048277
435	0.6217568392
436	0.6216763985
437	0.6215567605
438	0.6214408983
439	0.6213062639
440	0.6212100767
441	0.621089846
442	0.6210151975
443	0.6208978383
444	0.6207835014
445	0.6206775866
446	0.6206163505
447	0.6204661525
448	0.6204059614
449	0.6203376278
450	0.6202373291
451	0.6201310758
452	0.6199495752
453	0.6198360543
454	0.6197565301
455	0.6196393504
456	0.6195010345
457	0.6194200928
458	0.6192875512
459	0.6192178721
460	0.6190793807
461	0.6189171498
462	0.6188325664
463	0.6187633207
464	0.6186285928
465	0.6185310448
466	0.6184576316
467	0.6183684721
468	0.6182536798
469	0.6181878198
470	0.6180837702
471	0.6179368792
472	0.6178055256
473	0.6176579109
474	0.6175992377
475	0.6174949467
476	0.617423476
477	0.6173267781
478	0.6172241389
479	0.6171803004
480	0.6170675789
481	0.6169312012
482	0.6168967118
483	0.6168181893
484	0.6167570336
485	0.6166576561
486	0.6165532772
487	0.6164497586
488	0.6163539981
489	0.6162748371
490	0.6161995873
491	0.6160887801
492	0.616043909
493	0.6159092364
494	0.6157905855
495	0.6157348699
496	0.6156088414
497	0.6155167866
498	0.6153497534
499	0.6153135471
500	0.6152415506
501	0.6151813751
502	0.6150911716
503	0.6150367011
504	0.6149114824
505	0.6148341573
506	0.614706039
507	0.6146046487
508	0.6145460747
509	0.614480402
510	0.6143988885
511	0.614286169
512	0.6141572356
513	0.6140859056
514	0.6139367465
515	0.6138340207
516	0.6137344882
517	0.6136082994
518	0.6135113055
519	0.6133760005
520	0.6133400246
521	0.6132794246
522	0.6132181633
523	0.6131649374
524	0.6130299564
525	0.61295083
526	0.6128603384
527	0.6127687591
528	0.6127131524
529	0.6126522251
530	0.61258677
531	0.6124706442
532	0.6124453891
533	0.6123504452
534	0.6122428107
535	0.6121487204
536	0.6121219777
537	0.6119865422
538	0.6119097285
539	0.6117677791
540	0.61167275
541	0.6115720887
542	0.6114813182
543	0.6113748983
544	0.6112656987
545	0.6111755982
546	0.6110449547
547	0.6109311034
548	0.6108875013
549	0.6107844333
550	0.6106473573
551	0.6104990419
552	0.6103951845
553	0.6102682505
554	0.6102222467
555	0.6101384652
556	0.6100323124
557	0.6099849812
558	0.609882254
559	0.6097877082
560	0.6096623093
561	0.609542858
562	0.6094222866
563	0.6092526047
564	0.6092000715
565	0.6090981355
566	0.6090014976
567	0.6089123276
568	0.6088015556
569	0.6087004155
570	0.6085797598
571	0.6084421723
572	0.6084060507
573	0.6082923904
574	0.6082468353
575	0.6081641138
576	0.6080403181
577	0.6079241132
578	0.6078429251
579	0.6077185973
580	0.6075794109
581	0.6074711873
582	0.6074366392
583	0.607322488
584	0.6072014557
585	0.6070972916
586	0.6069895521
587	0.6068894699
588	0.6067155816
589	0.6066209815
590	0.6065439131
591	0.6064598267
592	0.6063302724
593	0.6062748121
594	0.6061786041
595	0.6061648493
596	0.60604403
597	0.6059798315
598	0.605916948
599	0.6058614553
600	0.6058389328
601	0.6057713469
602	0.6056931137
603	0.605615129
604	0.6055353627
605	0.6054877841
606	0.6054703809
607	0.6053579325
608	0.6052984806
609	0.6051973876
610	0.6050600067
611	0.6049150941
612	0.6048895268
613	0.6047521855
614	0.6046179956
615	0.6045485494
616	0.6044632407
617	0.6043834845
618	0.6042602686
619	0.6041981964
620	0.6040518746
621	0.6040083463
622	0.6039265087
623	0.6038374575
624	0.6037217798
625	0.603594129
626	0.6035273375
627	0.6034939692
628	0.6034838866
629	0.6033531935
630	0.6032722787
631	0.6031486063
632	0.603122195
633	0.6030584482
634	0.6029410483
635	0.6028210913
636	0.6026989087
637	0.6026108354
638	0.6025046188
639	0.6024760138
640	0.6024107274
641	0.6023001001
642	0.6022520762
643	0.6021656104
644	0.602084846
645	0.6020171806
646	0.6019286167
647	0.601833782
648	0.601753632
649	0.6016340032
650	0.6015586799
651	0.6015309711
652	0.6014727818
653	0.6013847741
654	0.6012483127
655	0.6011701783
656	0.6010330447
657	0.6009543173
658	0.6009067664
659	0.6008305899
660	0.6007937892
661	0.6007475532
662	0.6006578473
663	0.6005488859
664	0.6004699155
665	0.6003854769
666	0.6003388456
667	0.6002513623
668	0.6001341619
669	0.6000389744
670	0.5999035329
671	0.5998510746
672	0.5998043485
673	0.5997143877
674	0.599650717
675	0.5996034251
676	0.5995214773
677	0.5994202773
678	0.5993182235
679	0.5992467261
680	0.5991047162
681	0.5990113071
682	0.5989459572
683	0.5989309777
684	0.5988233177
685	0.5987699994
686	0.5987016184
687	0.5985864167
688	0.5985016931
689	0.598348143
690	0.598252996
691	0.5981665825
692	0.5980327495
693	0.5980123691
694	0.5979062811
695	0.5977720354
696	0.5976123015
697	0.5975112719
698	0.5974376255
699	0.5973715858
700	0.5972987344
701	0.5971844574
702	0.5970875055
703	0.59699722
704	0.5969528483
705	0.5968774879
706	0.5968331947
707	0.5967217216
708	0.5966454625
709	0.5965753596
710	0.5965044439
711	0.596409366
712	0.5962572818
713	0.5961695441
714	0.596113142
715	0.5960359542
716	0.5959319636
717	0.595818193
718	0.595705718
719	0.5956172698
720	0.5955738889
721	0.5955105225
722	0.5954219626
723	0.5954053155
724	0.595330266
725	0.5952806444
726	0.5951798866
727	0.5950785096
728	0.5949921395
729	0.5948192536
730	0.5947587117
731	0.594680454
732	0.5946220106
733	0.5945914259
734	0.5944809865
735	0.5944034743
736	0.5943276271
737	0.5942483627
738	0.5942408422
739	0.5940865809
740	0.5939642702
741	0.5938528661
742	0.5937348689
743	0.5935974283
744	0.5934802202
745	0.5934285642
746	0.5933615146
747	0.5932406869
748	0.5931932876
749	0.5930771381
750	0.5929669016
751	0.5929145033
752	0.5927990903
753	0.5927309175
754	0.592631519
755	0.592529337
756	0.592412043
757	0.5922989044
758	0.5921888473
759	0.5920771802
760	0.5919419682
761	0.5918689443
762	0.5917961434
763	0.5917104818
764	0.5916439097
765	0.5915467917
766	0.5914259629
767	0.591340283
768	0.591261419
769	0.5911711046
770	0.5911049293
771	0.5909582097
772	0.5908707533
773	0.5908212671
774	0.5907376429
775	0.5906712233
776	0.5906037691
777	0.5904954207
778	0.5903977031
779	0.5903069088
780	0.5902564378
781	0.5901704197
782	0.5900872828
783	0.5899919469
784	0.5898591491
785	0.5897688707
786	0.589671389
787	0.589603577
788	0.5895163675
789	0.5893985321
790	0.5892989154
791	0.5892742023
792	0.5892185986
793	0.5891390474
794	0.589070395
795	0.5889912211
796	0.5888750635
797	0.5887975769
798	0.5887165567
799	0.5886524612
800	0.5885520946
801	0.588496327
802	0.5884011014
803	0.5883248437
804	0.5882451621
805	0.5881259936
806	0.5880535726
807	0.5879574655
808	0.5878700747
809	0.5878314963
810	0.5877432529
811	0.5877081959
812	0.5876653998
813	0.5875365139
814	0.5874164257
815	0.5873155546
816	0.5872347226
817	0.5871876343
818	0.5871253332
819	0.5870247621
820	0.5869605271
821	0.5869105222
822	0.5868203416
823	0.5866969
824	0.5866293821
825	0.5865703509
826	0.5864532598
827	0.5863862627
828	0.5863240803
829	0.5862793443
830	0.5861727413
831	0.5860577458
832	0.5859787317
833	0.5859167857
834	0.5858948588
835	0.5857837714
836	0.5856838924
837	0.5855519782
838	0.5854806407
839	0.58542915
840	0.5854052744
841	0.5853264223
842	0.5852070709
843	0.5851282636
844	0.5850717943
845	0.5850112611
846	0.5849358239
847	0.584879927
848	0.5848129695
849	0.5847183596
850	0.5846404584
851	0.5845795252
852	0.5844967964
853	0.5843749124
854	0.5843156902
855	0.5842639703
856	0.5841553856
857	0.5840629516
858	0.5839669224
859	0.5838661835
860	0.5838024055
861	0.5837274922
862	0.5837064851
863	0.5835601473
864	0.5834480062
865	0.583346546
866	0.5833099224
867	0.5832473137
868	0.5831442596
869	0.5831305755
870	0.5830369795
871	0.5829906446
872	0.5828935106
873	0.5828712719
874	0.5828126697
875	0.5827441348
876	0.5826240777
877	0.5825664902
878	0.5824490636
879	0.5823524908
880	0.5822896778
881	0.5822181237
882	0.582119196
883	0.582045841
884	0.5819577555
885	0.5819067208
886	0.5817758664
887	0.5817107844
888	0.581678175
889	0.5816414362
890	0.5815436195
891	0.5814705104
892	0.5814095777
893	0.5813374972
894	0.5812951592
895	0.581248172
896	0.5811498504
897	0.5810942244
898	0.5810241448
899	0.5809226673
900	0.5808591798
901	0.5807599933
902	0.5806688256
903	0.5805592062
904	0.5805061953
905	0.5804146887
906	0.580335524
907	0.5802915302
908	0.5802714303
909	0.5802055365
910	0.5801305464
911	0.5800566195
912	0.5799916106
913	0.5799100808
914	0.5798105637
915	0.5797390582
916	0.5796229346
917	0.5795847207
918	0.5794994866
919	0.5794567389
920	0.5793409176
921	0.5792465294
922	0.5791633664
923	0.5791067892
924	0.5790540293
925	0.578945714
926	0.5788426738
927	0.5787770568
928	0.5786860156
929	0.5786029111
930	0.5785059532
931	0.5784571617
932	0.5783881712
933	0.57835214
934	0.5783069164
935	0.578276983
936	0.5782279369
937	0.5781029621
938	0.5779870821
939	0.5779109354
940	0.5777827359
941	0.5777403552
942	0.5776607407
943	0.5775364418
944	0.5774570334
945	0.5773971698
946	0.5773799705
947	0.5773483026
948	0.5772175761
949	0.5771182522
950	0.5770148182
951	0.5769449497
952	0.5768855163
953	0.5768095749
954	0.5767338412
955	0.5766951526
956	0.5766080813
957	0.5765387253
958	0.5764623665
959	0.5764138623
960	0.5763365838
961	0.5762896276
962	0.5762204953
963	0.5762157373
964	0.5760905159
965	0.5760680093
966	0.575996476
967	0.575910295
968	0.5758649119
969	0.575786289
970	0.5757187272
971	0.5756254317
972	0.5755473001
973	0.5754850401
974	0.5754204623
975	0.5753820522
976	0.5752788473
977	0.575229702
978	0.5751573153
979	0.575065012
980	0.5749648129
981	0.5748804535
982	0.5747933777
983	0.5746885319
984	0.5745986004
985	0.5745017244
986	0.5744738262
987	0.5743834212
988	0.5743210211
989	0.5742489458
990	0.5741914213
991	0.5741123732
992	0.5740366843
993	0.5739796272
994	0.5739716832
995	0.5738559523
996	0.5737873752
997	0.5737598696
998	0.573706369
999	0.5736677958
